,Unnamed: 0,id_df,title_df,author_df,abstract,keywords,labels
925,926,180252-MS,"Hydraulic Fracturing Placement Issues on Horizontal Wells in the Mancos Shale, San Juan Basin: Case Study of Possible Causes, Solutions, and Results","McCarthy, Caitlin, Halliburton| Garcia, Mariano, Halliburton","|Abstract 
The Mancos shale in the San Juan basin can present challenging conditions when hydraulic fracturing treatments are performed in horizontal wells. Some of the issues while completing a well in the Mancos can be caused by overall geomechanics and reservoir properties; for example, high horizontal stress anisotropy and the presence of discontinuities, such as microfractures and lamination. This paper presents three case studies in which hydraulic fracturing placement issues were explored. 
Normally, the interactions of geomechanics and reservoir properties cause high treating pressures or premature screenouts, as presented in previous publications. Ramurthy et al. (2009a, 2009b) and Potocki (2012) explain how and why properties, such as process zone stress (PZS), pressure-dependent leakoff (PDL), and geomechanics, can affect the hydraulic fracturing conditions and production results. Depending on how the well is completed, these challenging conditions can be either enhanced or minimized. When the reservoir and geomechanics are not taken into consideration in the completion design of the well, issues can occur during the hydraulic fracturing of the formation. 
Issues including screenouts, pressure outs, and high pressure while trying to initiate the fracture can lead to the formation not allowing the placement of the designed treatment, improper stimulation of the reservoir, excessive completion costs, and more commonly than not, poor production. This paper presents three case studies. In all three studies, similar reservoir characteristics and geomechanical conditions occur, which pose challenging obstacles for both completion and production. The challenges were each addressed in different ways, resulting in different outcomes. In one case, no action was taken to mitigate these obstacles. In the second case, the area was studied using analysis service data, treatment data, and public information. This knowledge was applied to assist in the completion of the treatment without issues. In a more recent case, in a well with similar conditions as the two previous studies, only a portion of the recommendations were applied, with mixed results. 
This paper presents the knowledge gained from the three case studies conducted in the Mancos shale, San Juan basin. General suggestions are presented when similar conditions are encountered while completing a well.|","Screen Out Issues, High Pressure, San Juan, Hydraulic Fracturing, Mancos",60
926,927,180213-MS,Coupled Geomechanics and Fluid Flow Modeling in Naturally Fractured Reservoirs,"Luo, Jia, University of Calgary| Wang, Kun, University of Calgary| Liu, Hui, University of Calgary| Chen, Zhangxin, University of Calgary","|Abstract 
A parallel geomechanics model for describing naturally fractured rock deformation is developed and tightly coupled with a dual porosity/dual permeability black oil model. The geomechanics model is developed with capabilities of modeling both rock matrix and the fracture deformations, as well as their effects on reservoir properties. An advanced constitutive law with the fracture deformation mechanism is proposed. The multiphase flow model is modified by introducing geomechanical variables. The matrix porosity and fracture permeability are chosen as coupling parameters between geomechanics and fluid flow models. An iteratively coupling method is employed in order to fully capture interactions between solid and flow. Moreover, parallel computing is employed to handle large scale problems by benefiting from its features of distributed memory storage and efficient runtime reduction. Geomechanical effects on the reservoir pressure distribution are illustrated by a numerical experiment. In addition, for testing the scalability behavior, a large scale problem with millions of grid blocks is performed on multiple processors. The result shows an encouraging speedup which indicates the integrated model can be an efficient and useful tool for predicting and analyzing oil/gas production of naturally fractured reservoirs.|","iteratively coupling, Stress modeling, parallel computing, fracture permeability, geomechanics",35
927,928,180244-MS,Numerical Investigation of Stress-Dependent Fracture Apertures and Their Spatial Variations on Production from Unconventional Gas Reservoirs with Complex Fracture Geometries,"Wang, Yuhang, University of Wyoming| Aryana, Saman, University of Wyoming","|Abstract 
Uniform distribution of fracture apertures is widely used in reservoir simulation of production from hydraulically fractured unconventional reservoirs. Laboratory experiments, however, reveal that changes in effective stress create uneven distribution of fracture apertures, and this phenomenon has been neglected in most numerical models. This work investigates the impact of pressure dependent fracture apertures during the production process; fracture aperture is explicitly represented and the effect of closure stress is incorporated in a numerical simulation model. 
A Discrete Fracture Model (DFM) is implemented using an unstructured Voronoi mesh that captures complex fracture geometries. The effect of fracture aperture with respect to fracture grid size is examined via a case study that includes a vertical well intersecting a single stage hydraulic fracture. The effect of dynamic behavior of fracture aperture due to changes in stress, resulting from rock stiffness and uneven distribution of proppants within primary and induced fractures, is investigated. Fractures are divided into three types, each with its own dynamic response to changes in stress. The impact of matrix permeability on aperture closure is also studied in a reservoir model with multi-stage hydraulic fractures intersecting with induced fractures. 
The developed numerical simulator is validated against commercial software. Sensitivity analysis reveals that representation of fractures with exact apertures in numerical simulation produces more accurate results compared with an effective permeability approach, and the difference becomes more pronounced as the matrix permeability decreases. Therefore, it is critical to modify, in the connection list, the length of the interface between each two grids embedding the fracture in accordance with the actual fracture aperture. The dynamic behavior of fracture apertures with respect to closure stress is processed by the numerical simulator as input information. Simulation results indicate that reduction of fracture aperture translates into a decrease of its conductivity, which results in lower production rates. It is observed that fracture closure caused by uneven proppant distribution also plays a significant role in gas production. In addition, formations with lower matrix permeability experience a smaller reduction of gas production caused by stress-dependent fracture apertures. 
This work presents a new approach to representing complex fracture geometries with stress-dependent apertures and simulating the process of aperture closure due to changes in stress dynamically. The results provide a better understanding of stress dependence of fracture apertures and their spatial variations on well performance for hydraulically fractured wells.|","Complex Fracture Geometries, Stress-dependent Fracture Apertures, Unconventional Gas Reservoirs",56
928,929,180260-MS,Effect of Methane Adsorption on Stress-Dependent Porosity and Permeability in Shale Gas Reservoirs,"Pang, Y., Texas Tech University| Soliman, M. Y., Texas Tech University| Deng, H., Chengdu University of Technology| Emadi, Hossein, Texas Tech University","|Abstract 
Although stress-dependent porosity and permeability have been applied to majority of models to calculate effective porosity and permeability, effect of adsorbed gas specified as pore volume occupied by adsorbate is not properly accounted. However, nanoscale porosity and permeability of shale rocks would be significantly reduced, since the pore volume is occupied by layers of adsorbed gas molecules. 
In this paper, we combine stress and adsorption effects to establish a new correlation of shale porosity and permeability. We calculate the stress-dependent pore volume with a constant pore compressibility and obtain the volume of adsorbate from doing regression analysis for density of adsorbed gas by Dubinin-Astakhov (D-A) equation under the supercritical condition. Lab experiments for methane adsorption in shale are measured by five real core samples. The data of Gibbs adsorption obtained by experiments is converted to absolute adsorption so that it could be used to generate the correlation of stress-dependent porosity and permeability including consideration of adsorption effect. 
The new generated correlation illustrates that the trend of changes in porosity and permeability with pore pressure is quite similar to the trend calculated by Shi-Durucan (S-D) model in application to coalbed methane, which indicates that porosity and permeability decrease with the increase of pore pressure. This tendency is the inverse of changes in stress-dependent porosity and permeability in relation to pore pressure, which demonstrates that adsorption has a larger influence on pore volume than stress, because more gas attempts to adsorb on surface area of matrix as pore pressure increases. The new correlation is added into a numerical model in field-scale, which successfully matches production data from a horizontal well with multistage hydraulic fractures in Barnett shale reservoir. The simulation results point out that without considering the impact of pore volume occupied by adsorbed gas, cumulative gas production would be greatly overestimated during economical producing period in shale gas reservoirs. 
Thus, overestimation of porosity and permeability in shale might be avoided by applying the new correlation considering both stress and adsorption effects. The correlation incorporated into numerical simulators could provide accurate estimation and evaluation of gas production.|","adsorption, history match, shale gas, nanoscale",14
929,930,180207-MS,Effects of Hydraulic Fractures on the Treatment of Condensate by Huff-n-Puff Gas Injection in Eagle Ford Shale,"Yang, S., University of Calgary| Wei, Y., Computer Modeling Group Ltd.| Chen, Z., University of Calgary| Wu, W., University of Calgary| Ji, D., University of Calgary","|Abstract 
With the production of a gas condensate tight reservoir, condensate in fracture can significantly decrease the productivity of gas condensate wells. Previous work shows that the negative effect of condensate bank on gas production is more seriously in tighter reservoir. The implement of hydraulic fracture and multi-stages fracturing can mitigate the negative effects on the formation of condensate bank, but the effects cannot be completely removed. A huff-n-puff methane injection has been proven to be an effective method to reduce the effect of condensate by maintaining the reservoir pressure above the dew-point pressure and revaporizing the formed condensate. However, the previous work neglects the effect of hydraulic fractures on the treatment of condensate by gas injection. 
Non-aqueous components are lumped into fourteen pseudo components. Dual permeability, logarithmically spaced, locally refined grids are implemented to model natural and hydraulic fractures in a simulation model. The laboratory measured relative permeability taking account of condensate bank is used to accurately represent two-phase flow in a shale reservoir. Furthermore, two different settings of cyclic schedule are implemented to test their advantages and disadvantages. 
The results show that the huff-n-puff dry gas injection can effectively improve gas and condensate recovery. A fracture conductivity has significant influences on well production during the injection, while during the primary recovery its impact is not that obvious. In addition, the huff-n-puff schedules also plays a crucial role in both gas and condensate recovery. Our study highlights gas injection mitigates the effect of condensate bank on gas production in a shale reservoir, and provides an extensive insight on optimal design of Huff-n-Puff gas injection.|","Huff-n-Puff Gas Injection, Hydraulic Fractures, Tight Gas-Condensate Reservoirs, Reservoir Heterogeneity",28
930,931,180266-MS,"Simultaneous Estimation of Intrinsic Permeability, Effective Porosity, PoreVolume Compressibility, and Klinkenberg-Slip Factor of Ultra-Tight Rock Samples Based on Laboratory Pressure-Step-Decay Metho…","Dadmohammadi, Y., University of Oklahoma| Misra, S., University of Oklahoma| Sondergeld, C. H., University of Oklahoma| Rai, C. S., University of Oklahoma","|Abstract 
Conventional laboratory characterization of ultra-tight reservoir rock samples involves separate laboratory measurements on different core plugs or on crushed rock samples. Heterogeneity and anisotropy of ultra-tight reservoir samples adversely influence the laboratory correlation among various measured and estimated petrophysical properties. 
We apply an inversion algorithm to simultaneously estimate the intrinsic permeability, effective porosity at ambient condition, pore-volume compressibility, and Klinkenberg-slip factor of an ultra-tight pyrophyllite sample from a single laboratory-based pressure-step-decay measurement. In doing so, we circumvent the effects of heterogeneity and account for the pore-pressure dependency of apparent permeability and effective porosity. Moreover, the time and resource requirements are drastically reduced in comparison to those required when performing multiple experiments that separately estimate the aforementioned petrophysical properties. 
The inversion algorithm is valid for nitrogen injection pressure in the range of 50 to 500 psi. The algorithm assumes ideal-gas behavior of the injected nitrogen, 1D isothermal laminar gas flow, homogeneity of the core, pressure-independent gas viscosity, inverse-pressure dependence of the apparent permeability, pressure-independent Klinkenberg-slip factor, non-negligible pore-volume compressibility, pressure-dependent effective porosity, negligible inertial effects, negligibly small pressure gradients, and time-invariant confining pressure. 
Estimated apparent permeability and effective porosity of the pyrophyllite samples exhibit strong pore- pressure dependence; consequently, both the properties vary substantially along the sample length during the pressure-step-decay measurement. On an average, the effective porosity of the pyrophyllite samples increased by 100% and the apparent permeability decreased by 75% when the pore pressure increased from 50 psi to 500 psi during the measurement. The average values ki, ?0, Cp, and b of the nine pyrophyllite samples were estimated to be 40 nd, 0.03, 2<U+00D7>10-3 psi-1, and 100 psi, respectively.|","Effective Porosity, Intrinsic Permeability, Pore-Volume Compressibility, klinkenberg, Ultra-Tight Reservoir",57
931,932,180230-MS,Rate-Transient Analysis of Liquid-Rich Tight/Shale Reservoirs Using the Dynamic Drainage Area Concept: Examples from North American Reservoirs,"Qanbari, F., University of Calgary| Clarkson, C. R., University of Calgary","|Abstract 
The early-time performance of multi-fractured horizontal wells is mainly controlled by fracture geometry, total effective area of the fractures, and conductivity of the primary fracture system. Rate-transient analysis (RTA) methods have historically been used to characterize MFHWs at different stages of well life, including this early-time performance. In particular, linear flow analysis is used to estimate the total effective fracture area from online production data, provided that reservoir and fluid properties are known. However, a primary complication in linear flow analysis is the incorporation of nonlinearities such as multi-phase flow and pressure-dependent rock/fluid properties into the calculations. 
A new linear flow analysis technique is presented in the current study, which can be applied to tight/shale systems with multi-phase flow and pressure-dependent rock/fluid properties. The method combines three important reservoir engineering concepts for linear flow analysis: dynamic drainage area (DDA), material balance, and decoupling of saturation and pressure (which is analogous to the decoupling of geomechanics and fluid flow). The DDA concept, which uses a time-dependent well productivity index equation for the transient flow period, facilitates the incorporation of any sort of nonlinearity (including decoupled saturation functions) and operational constraints in modeling and RTA of linear flow in MFHWs. 
The method is validated against numerical simulation and applied to various sets of field production data from tight/shale gas and oil wells with different levels of condensate- (oil-) gas ratio. For all the field cases, total effective fracture area obtained from the new analytical RTA method is in reasonable agreement with numerical modeling results. 
Regarding accuracy and practicality, the new method represents an improvement in RTA of liquid-rich tight/shale reservoirs, particularly for cases with multi-phase flow and pressure-dependent rock/fluid properties. Further, the concepts used in the new model development are easy to understand and implement.|","Liquid-Rich Tight/Shale Reservoirs, Rate Transient Analysis, Decoupling of Saturation and Pressure, Dynamic Drainage Area Concept, Multi-Fractured Horizontal Wells",42
932,933,180209-MS,Comparison of Numerical vs Analytical Models for EUR Calculation and Optimization in Unconventional Reservoirs,"Moinfar, Ali, Computer Modeling Group Inc.| Erdle, James C., Computer Modeling Group Inc.| Patel, Kanhaiyalal, Computer Modeling Group Inc.","|Analytical models available in Rate-Transient-Analysis (RTA) packages are widely used as tools for history matching and forecasting production in unconventional resources. There has also been an increasing interest in the use of numerical simulation of unconventional reservoirs. In this study, we use both methods to history match the production of hydraulically fractured unconventional wells, followed by forecasting future production to establish a well's EUR (Estimated Ultimate Recovery) for reserves determination purposes. This study's goal is to quantify the differences one might expect to encounter in a well's EUR when using analytical model-based RTA vs numerical simulation-based workflows in unconventional reservoirs. |First, we consider an undersaturated shale oil reservoir as a base model for this study. The base case also satisfies all assumptions inherent to analytical solution-based methods such as homogenous reservoir properties and fully-penetrating planar fractures. An excellent match between results of both methods for the base model validates the numerical simulation approach. We then impose a series of real-world deviations from RTA assumptions and investigate reliability of EUR predictions made by both approaches. In all cases, historical data and reference EURs are derived from finely-gridded numerical simulations. |Example results show that, in the presence of real-world deviations from RTA assumptions, analytical models can still match the historical production data; however, key reservoir and fracture parameters need to be modified drastically to compensate for the lack of sufficient physics in the analytical models. Results show that the analytical solution-based history-matched models are not predictive for future production, and somewhat surprisingly provide pessimistic EURs in all real-world scenarios investigated in this work. For the cases presented in this study, analytical models under-predict EURs by 6-17% when two years of production history is available for matching. The underestimation of EUR increases drastically (up to 60%) as the length of available historical data decreases from 2 years to 3 months. |For all cases, we also apply an efficient numerical simulation-based workflow for probabilistic forecasting of EURs. This workflow provides multiple history-matched models that are constrained by historical production data. The probabilistic forecast method employed in this work provides P90 (conservative), P50 (most likely), and P10 (optimistic) values for EUR. In all examples, the range of P90 to P10 EUR values includes the reference EUR, and the P50 values are within 2.2% of the reference EUR.|","Document Type
                        Conference Paper
                        Language
                        English
                            ISBN
                            978-1-61399-460-3
                        Copyright
                        2016. Society of Petroleum Engineers
                            Disciplines
                            5.6.3 Pressure Transient Analysis, 5 Reservoir Desciption & Dynamics, 5.8 Unconventional and Complex Reservoirs, 5.5 Reservoir Simulation, 5.5.8 History Matching, 5.7 Reserves Evaluation",10
933,934,180231-MS,"Engineered Drilling System Approach Unlocks Gas Potential of Shallow, Low-Permeability Development in Yamal Region","Dorofeev, A., Severneftegazprom| Vorobev, V., Severneftegazprom| Zaviyalov, S., Severneftegazprom| Dobrokhleb, P., Schlumberger.| Kretsul, V., Schlumberger.| Dymov, S., Schlumberger.","|Abstract 
Major gas fields in West Siberia have been depleted by 50-80%, and field operators are actively searching for ways to reverse declining production and access new gas deposits previously ignored given their complexity. One such hard-to-recover deposit is the Turonian play. With total gas reserves reaching approximately 3 trillion cubic meters, Turonian gas is encountered in nearly the entire Northern part of West Siberia. 
Developing the Turonian deposits presents the following challenges:  
Poor reservoir properties and low well productivity; 
Significant reservoir heterogeneity and facial variability along the section and area-wise, which complicates well placement operations for an optimal gas extraction; 
Low formation temperature and abnormally high pressure, which may require well operations in a near-hydrated regime; 
High clay content, which leads to formation damage when water-based fluids are being used in reservoir drill-in operations. |Drilling of Turonian horizontal wells is complicated by a narrow safe mud weight window, geology uncertainties, and high sensitivity of borehole stability to well trajectory. 
Analysis of Turonian well construction experience has identified technological solutions in two main areas:  
Provide high-quality hole in all sections of horizontal well, including lateral sections, with length more than 800 m (to run safely casing to planned depths with followed multi stage hydraulic fracturing in horizontal section). 
Minimize formation damage, thereby preserving potential well productivity in a formation with a high clay content in wide range of temperature and pressure conditions. |Core samples from the Turonian formations were tested to determine mechanical, elastic, and other rock properties. From these results different mud types were evaluated for formation damage and impact on the mechanical and elastic rock properties. 
The integration and collaboration of drilling and petro-technical experts was the key to developing a fit-for-purpose drilling system that combined drilling technologies and engineering solutions. The main outcome from the planning stage was joint development of the engineered drilling system (EDS), where each component (rig, surface and downhole equipment, drilling fluids, wellbore stability, trajectory, and engineering practices) was considered equally important and influenced the entire system and results of the well. Implementation of the EDS approach resulted in successful well drilling and completion operations. 
A time-dependent wellbore stability model was developed and successfully tested in field operations. Implementation of the EDS approach helped to determine the importance of time on the stable operation window for mud weights. Additionally, the EDS approach helped achieve production rates significantly higher in offset wells and justified the project's economics. 
The key lessons learned can be applied in other fields in the region to develop shallow low permeability formations. The major of them are:  
Geomechanics is a vital part for productive drilling; 
Optimal selection of dril-in and fracturing fluid played a critical part in achieving the project objectives; 
Integrated approach to drilling system design and close cooperation between all team participants are the key success factors in delivering technically complex projects; 
The combination of fit for purpose technologies into an effective drilling system can provide cost effective solutions for field development with region specific challenges and traditional technology limiters. |","formation damage, low permiability, Tron, high clay content, drilling system",14
934,935,180262-MS,Pressure Dependent Permeability of Tight Rocks,"Akai, T., JOGMEC| Takakuwa, Y., JOGMEC| Sato, K., JOGMEC| Wood, J. M., Encana Corporation","|Abstract 
According to Terzaghi's principle, the effective stress s' is related to the total stress s and the pore pressure Pp by the relationship s' = s - Pp. In a typical reservoir depletion scenario, the pore pressure decreases under constant total stress, and as a result, the effective stress increases. The increase of the effective stress has a negative impact on permeability due to rock compaction, while the decrease in pore pressure enhances the apparent permeability because of the gas slippage effect. In tight gas reservoirs, since the slippage effect is no longer negligible, the pressure dependency of the permeability is very complicated. 
In this paper, we used three samples from the Montney tight gas siltstone reservoir in western Canada, whose absolute permeabilities range from in the order of 10-4 mD to 10-3 mD. Permeability measurements under different pressure conditions using both the unsteady state pressure decay and the pressure pulse decay methods were carried out. 
Based on the measured data, permeability was modeled as a function of reservoir pressure. Using this function, we carried out reservoir simulations and examined the impact of pressure dependence of permeability on the gas recovery process from a tight gas reservoir.|","compaction, tight rock permeability, slippage, pressure dependency",12
935,936,27147-MS,"Gas-2-Pipe™, A Concept for Treating Gas to Rich Gas Quality in a Subsea or Unmanned Facility","Fredheim, Arne Olav, Statoil ASA| Johnsen, Cecilie Gotaas, Statoil ASA| Johannessen, Eivind, Statoil ASA| Kojen, Gry Pedersen, Statoil ASA","|Abstract 
Field developments on the Norwegian Continental Shelf (NCS) have become cost intensive both for greenfield and for tieback / brownfield developments. A large existing infrastructure with future free capacity is available consisting of processing platforms and transport systems. The objective for the Gas-2-Pipe™ concept is to reduce capex/opex intensive topside modifications and topside weight and space constraints by utilizing the established infrastructure and host facilities in a flexible way. 
The process concept treats a gas dominated well stream in order to meet the so called rich gas transport specifications. Rich gas specifications in the Norwegian transport system are mainly related to a cricondenbar specification in the range of 105 to 110 bar and to a water dew point specification of typically -18 °C at 70 bar. Gas is treated in two steps where hydrocarbon dew point is obtained by sea water cooling and pressure reduction to form a gas and a liquid phase. Water content in the separated gas is reduced by injecting lean glycol through a compact mixer unit and separating out the rich glycol from the gas in a separation unit. Gas is also cooled by sea water in the dehydration process. A single- or two-stage dehydration process may be used. Considerations regarding process design, process parameter selection and glycol distribution rate are given. 
After treatment, the gas is compressed to the necessary export pressure and injected directly into the pipeline. Processing takes place in a subsea or topside unmanned environment where necessary utilities are imported from one or several hosts. Required utilities are typically power- and control system and glycol for gas dehydration. Produced liquid hydrocarbons and water is routed to a host for further stabilization and treating. The concept may become an enabler when nearby host capacity is gas constrained and traditional tie-back is too cost intensive. 
The concept is seen as an enabler for field development of gas dominated fields with a potential for cost reduction compared to conventional concepts. The main gaps are identified and a qualification strategy for the key technology elements is given, ranging from small scale and pilot scale testing to implementation of new technology elements in traditional field developments.|","facility, subsea, dehydration, unmanned, gas processing",37
936,937,27085-MS,Simulation Experiment and Mechanism Research on the Change of Lateral Friction Against Surface Conductor in Deepwater Drilling,"Meng, Wei, China University of Petroleum| Yang, Jin, China University of Petroleum| Tong, Gang, China University of Petroleum| Hu, Nanding, China University of Petroleum| Zhu, Yi, China University of Petroleum| He, Li, China University of Petroleum| Deng, He, China University of Petroleum| Zhao, Yihui, China University of Petroleum| Wang, Xiao, CNOOC, China Limited, Tianjin Branch","|Abstract 
Lateral friction against surface conductor plays an important role in the stability of subsea wellhead. It changes during jetting process and increases with soaking time. But the change rule and mechanism remain unclear. Therefore, the purpose of this paper is to explore the change mechanism of lateral friction during and after conductor jetting process by field experiment and numerical simulation. 
Firstly, a field experiment was conducted to simulate actual surface conductor jetting process. The time- dependent change rule of radial pressure, pore water pressure and effective skeleton pressure were obtained. Then, the stress states of soil bodies during this process were analyzed. Based on experiment and analysis results, the primary reason that causes the change of lateral friction was found. After that, to explore the specific change features of bearing capacity of seabed soil for surface conductor, another field experiment was conducted. Finally, finite element method was adopted to simulate the conductor jetting process and to verify the research conclusions. 
The field simulation experiment showed that the sensor at the base of surface conductor suffers conspicuous higher value of radial pressure than other sensors above. Meanwhile, the effective pressure of each layer has a tendency of declining as time increasing and then gradually adds after reaching a certain value. These regularities matches the change rule of radial pressure on piles during driving process. Based on the stress analysis, it is certain that the soil compaction effect does exist in conductor jetting process, caused by which, the formation and dissipation of pore water pressure during jetting process would be highly related to the change of lateral resistance against surface conductor. After jetting into position, soil lateral friction would increase with time non-linearly. The change rate would gradually rise at the first 10 hours. After 72 hours, the added values of friction are small and the change rate turns to flat. According to the numerical modeling results, under the action of jetting force, on one hand, soil bodies that are closed to bit are cut into grains and flow out from wellbore with drilling fluid; on the other, soil bodies that are farther from bit would be squeezed down and then pushed around. 
Previous studies mainly considered the soaking time and bearing capacity of surface conductor, focused on specific values. This research designed a system to simulate surface conductor jetting process to explore the change mechanism of lateral friction against surface conductor by combining the method of numerical modeling and field experiment.|","Mechanism Research, Deepwater Drilling, Surface Conductor, Simulation Experiment, Lateral Friction",28
937,938,27043-MS,The Electrically Trace Heated Blanket: A New Concept for Efficient Subsea Flowline Unplugging,"Marret, Antoine, Forsys Subsea| Espinasse, Philippe, Forsys Subsea| Parenteau, Thomas, Forsys Subsea| Routeau, Sylvain, Technip","|Subsea Flowlines blockage due to hydrate or paraffin plugs, resulting from pour point issues or deposition, is a frequent concern in subsea production requiring expensive remediation methods. The expenditures associated with subsea flowlines unplugging can increase very quickly, especially when considering the associated loss of production as well as the various investigations needed to define the appropriate remediation strategy. Such investigations cover the identification of the plug's nature, its location, the assessment of the appropriate dissociation method as well as the flowline restart strategy. |In some scenarios, the plug dissociation method, like depressurization for hydrate plug and chemical soaking or pigging for paraffin plug, may take a long time ranging from several days to several months. Often, the remediation cannot be performed from the topside facility and will require the mobilization of an external drillship vessel to carry manifold or Xmas tree work over. Ultimately, the plug removal method may fail and therefore lead to flowline abandonment and/or replacement. From these observations, there is room for the development of a more efficient, predictable and reliable method to unplug subsea flowlines. With this regard, the development a new subsea flowline intervention system named Electrically Trace Heated Blanket (ETH Blanket) has been initiated. |The ETH-Blanket is a compact and modular system, with length adaptable typically up to 2km. The system is equipped with trace heating cables relying on Joule's Effect for heat generation to dissociate the plug and distributed temperature sensing (DTS) to monitor the flowline's bore temperature in order to identify the location of the plug, characterize its nature and follow-up the temperature and pressure profiles during plug dissociation. The ETH Blanket can be deployed onto any kind of existing flowlines (flexible or rigid) and in any condition (buried or not) from a Light Construction Vessel. The power required to dissociate the plug is low (typically <1MW) and once the dissociation is completed, the ETH Blanket can be recovered onto the intervention vessel and relocated. |This paper describes into details the ETH-Blanket assembly and its operating principles, its anticipated thermal performances determined using CFD modeling, as well as and its deployment method and spread. To illustrate the ETH-Blanket efficiency, a typical multiple hydrate plugs dissociation operation will be presented and compared to a conventional topside depressurization. |As a conclusion, the on-going fast-track qualification programme for the development of the Electrically Trace Heated Blanket Technology will be presented.|","Hydrate plug, Active heating, Subsea pipeline intervention, Flowline blockage remediation",14
938,939,27246-MS,Geophysical Reservoir Characterization and Monitoring at Brazilian Pre-Salt Oil Fields,"Johann, Paulo Roberto Schroeder, Petrobras| Monteiro, Rubens Caldeira, Petrobras","|Abstract 
In 2006, the Brazilian pre-salt oil field province was discovered from a pioneer well at Lula oil field. The province is characterized by carbonate reservoirs, microbial and coquina rocks, buried at a depth that surpasses 5,000 m, distributed in the Santos and Campos sedimentary basins, located at the east Brazilian coast. During the past ten years, upon the discovery of several oil fields and their respective productions, which now exceeds 1,000,000 boepd, there has been major progress in the application of new geophysical technologies with greater impact on the reservoir characterization and monitoring, in both exploratory and development production phases. 
This paper will present such progress made by the application of geophysical technologies in the acquisition, processing and interpretation stages oriented to the reservoir characterization and monitoring. 
More specifically, in regards to the reservoir characterization area this paper will address the new technologies that influenced the definition of the external and internal geometries of carbonate reservoirs, both from stratigraphic and structural point of view. 
New methods of seismic characterization of reservoirs, from the elastic inversion, the extraction of geometric attributes and the use of new technologies to reveal geological fractures corridors will be therefore detailed. Another major challenge described will be the implementation of 4D seismic technology for monitoring the behavior of fluid motion and pressure variation in the Brazilian pre-salt carbonate reservoirs. 
As for the reservoir monitoring, this paper will show the progress of the pioneer project of 4D seismic monitoring of microbial carbonates through NODES technology in an ultra deepwater area where the development of production applies the alternating injection of water and gas (WAG). 
Finally, we will present remaining geosciences challenges and the opportunities for the use of new technologies that can help us in the reservoir characterization and monitoring of these Brazilian pre-salt carbonate reservoirs.|","Monitoring, Carbonate, Reservoir, Geosciences, Pre-Salt",31
939,940,26954-MS,Non-linear Dynamic Site Response Analysis for Subsea Pipeline and Structures Seismic Design Considering Variable Site Conditions,"Hossain, Jubair, Genesis| Suroor, Hadi, Genesis","|Site response analysis is essential in assessing the offshore pipeline integrity as well as the stability of subsea structures during an earthquake event. Depending on the functionality, the length of offshore pipeline can be tens to hundreds of kilometers running through different underlying soil conditions as well as traversing submarine slopes. Therefore, it is important to identify the effect of variable site conditions on the earthquake response to accurately predict the stability of offshore pipeline as well as subsea structures. A study was undertaken to determine the ground responses along an offshore pipeline route across escarpments and connected to subsea structures at the termination points. The pipeline route was divided into multiple segments depending on the soil variability. Due to high site seismicity, the soft soil is susceptible to high shear strain during strong earthquake shaking; thus requiring non-linear dynamic site-response analysis to accurately capture soil dynamic response. A finite element based non-linear site response analysis was selected for the entire pipeline route. The dynamic site response analyses were carried out using PLAXIS 2D and the soil behavior was modeled considering non-linear variation of stiffness and damping with shear strain. The input ground motions to the dynamic site response analysis were site specific stiff soil earthquake motions scaled to Abnormal Level Earthquake (ALE) and Extreme Level Earthquake (ELE). The segment-specific response spectra and time histories at mudline were developed as input to the seismic design of pipelines and subsea structures. Despite a stable escarpment during a seismic event, the site response analysis showed localized high deformation which can significantly affect the pipeline seismic response. Considerable variations in mudline response spectra was observed depending on strength, thickness and depth of soft soils. This paper provides an overview of dynamic site response analysis performed for an offshore site, and focuses on the effects of variable ground models, as well as escarpment on the seabed level seismic motions for subsea pipeline and structures seismic design. The importance of accounting each of these effects in the development of a robust and safe seismic design has been highlighted.|","Subsea Structures, Seismic Design, Finite Element, Pipeline, Site Response",35
940,941,26997-MS,Seawater De-Oxygenation: Development of a Compact Technology,"Knox-Holmes, Brent, Rob Weston| Olmi, Claudio, Rob Weston| Morse, Scott, Rob Weston| Caires, Luis, Rob Weston","|To avoid corrosion in water injection tubing, it is necessary to remove oxygen from the source water. Traditional processing equipment has included vacuum and gas-strip de-aeration. Cameron has developed a Compact De-Oxygenation System (""CDX™"") technology as a reduced height, light weight alternative. The system injects and dissolves hydrogen into the oxygen rich feed-water before it passes over a catalyst bed, where the hydrogen and oxygen react to produce water and a deoxygenated stream of seawater. |The process has been successfully demonstrated at Galveston, Tx. A 25m3/h demonstration plant was run on high total suspended solids seawater over a period of 6 months. Outlet dissolved oxygen concentrations were in the order of 2.5µg/l (ppb). |The performance of key components of the system is described, including: ultrafiltration membrane pre-treatment under extreme solids loading, the hydrogen generator, mixers and catalytic reactor. |Compared with alternative de-aeration systems, the system offers significant benefits including reduced height, compact packaging, elimination of oxygen without the use of chemicals and pressurized operation. |The paper focuses on the demonstration plant build and testing. Lessons learned throughout the execution of this medium horizon project are presented. |The system is being offered commercially and will be integral to the new designs of water injection system required for future project developments and retrofits.|","corrosion control, water injection, compact, de-oxygenation, de-aeration",42
