"","id_df","title_df","author_df","abstract","keywords"
"764","175017-MS","Investigation of Geomechanical Response of Fault in Carbonate Reservoir and Its Application to Well Placement Optimization in YM2 Oilfield in Tarim Basin","Cai, Zhenzhong, Tarim Oilfield PetroChina| Zhang, Hui, Tarim Oilfield PetroChina| Yang, Haijun, Tarim Oilfield PetroChina| Yin, Guoqing, Tarim Oilfield PetroChina| Zhu, Yongfeng, Tarim Oilfield PetroChina| Chen, Peisi, Tarim Oilfield PetroChina| Han, Xingjie, Tarim Oilfield PetroChina","|YM2 Oilfield is an ultra-deep carbonate oilfield located in the northern uplift of Tarim Basin in western China. We have identified 108 seismically resolvable faults formed over three periods. These faults control the distribution of oil and gas accumulation units. Permeability differs significantly amongst various faults, and various sections of the fault planes. There has been no effective quantitative evaluation measure on the relative opening or sealing of faults for a long time, the sealing capacity of the faults have not been evaluated so far. This has a negative impact on the evaluation of accurate reservoir compartmentalization and partitioning, and evaluation of various oil and gas flow units which are critical for constraining the development program and production performance of oil field. |There are many geological factors that influence the permeability of faults, such as burial depth, fault throw, dip angle, strike, lithology variation, pore pressure and the in-situ stress field. After evaluating these factors in the YM2 oilfield, we determined that the critical factor that controls fault permeability is the geomechanical response of faults under the current stress field. In order to determine if the faults are permeable relatively in the current stress state, we established the geomechanical model of YM2 reservoir which describes the present-day stress regime, along with the vertical and horizontal distribution of the geomechanical parameters of this reservoir. Based on the interpretation of 3D seismic data, we characterized the spatial combination relations of faults in the reservoir and extracted the occurrence information of each fault according to certain step size. Then, we calculated the normal and shear stress acting on the various fault planes in order to evaluate whether those faults are permeable relatively in the current stress state. |It is shown that the fault zone not only controls the evolution of local structure, but also significantly impacts the regional stress field, which in turn impacts the geomechanical response of fault zone and their permeability. The NW strike-slip faults in the southeastern part of the oilfield in particular are characterized by high values of normal stress and low shear-to-normal stress ratios with relative lower permeability. Producing wells in this region have low productivity and weak connectivity amongst wells. In contrast, the northwestern area that has NE strike-slip faults and NS thrust faults have low stress but high shear to normal stress ratios, and hence relatively higher permeability. The surrounding wells have higher inter-well connectivity and are more productive. In the same fault zone, as the relationship between stress and fault orientation changes, the potential mechanical behavior also affects permeability variation and well productivity. The main reason is that the interaction between faults and stress field leads to the increased reservoir heterogeneity in the fault zone or among faults. Based on this concept, we chose several advantageous well locations, where horizontal minimum principal stress is low, anisotropy of horizontal stress and shear-to-normal stress ratio are high. |This study classified the faults of YM2 oilfield based on geomechanical response, clarified permeability variation of various fault zones and their impact on productivity, and then it provided the quantitative selection basis for well placement and wellbore trajectory optimization.|","Geomechanical Response, Carbonate, Well Placement, Tarim Basin, Fault"
"765","174876-MS","Leak-Off Test Model Combining Wellbore and Near-Wellbore Mechanical Behavior","Gandomkar, A., The University of Texas at Austin| Fu, J.,| Gray, K. E., The University of Texas at Austin","|Considerable efforts to model leak-off test (LOT) and leak-off behaviors have been carried out in the past. Altun presented a method to estimate leak-off volume by dividing the pressurized system into four sub-systems: mud compression, casing expansion, fluid leakage, and borehole expansion (Altun 2001). The volume response from each sub-system is then combined to represent the total volume pumped during a LOT. |Most existing leak-off models do not account for mechanical behavior of cement and rock formations around the wellbore. While their compressibilities are small, the cement and rock formation volume changes can be significant. In this study, a mechanical expansion model has been developed, based on a linearly elastic, concentric cylinder theory developed by Norris (Norris 2003). The model is an extension of Lame' equations for multi cocentric cylinders and assumes the horizontal stresses on the system's boundary are applied equally in all directions, i.e., the horizontal, far-field stresses around the system are isotropic. |The resulting model simulates the compound radial displacements of casing, cement, and formation along the cased hole, based on pressures inside the wellbore and in the far-field stress region. The volume generated from concentric cylinder expansion is then combined with Altun's mud compression volume and fluid leakage volume to simulate the total volume pumped during a LOT. One use of the model is the estimation of minimum horizontal far field stress. Since the model consists of concentric cylinders, the pressure on the outside boundary can approximate the minimum horizontal far field stress, which in turn and related to overburden pressure. The pressure inside the most inner cylinder is calculated from known mud weight. With an initial estimation for the far field stress and iterative methods, the minimum horizontal stress can be estimated. |The developed models were then applied to field LOT data from the Gulf of Mexico. The results show that leak-off volume along the cased hole should be analyzed as a compound expansion of casing, cement, and formation. Since horizontal far field stresses in the GOM are almost equal (low anisotropy) (Salehi and Nygaard 2012), the Wider Windows LOT model simulates leak-off volume, leak-off behaviors, and far field stress.|","Horizontal Far Field Stress Estimation, Leak-Off Test Modeling, Effects of Wellbore and Near-Wellbore Materials, LOT Model"
"766","175061-MS","Model for a Shale Gas Formation with Salt-Sealed Natural Fractures","Merry, Hoagie,| Ehlig-Economides, C. A., University of Houston| Wei, Pang, Sinopec Research Institute of Petroleum Engineering, China","|Abstract 
Most multiple transverse fracture horizontal wells in shale gas formations remain in transient bilinear or linear flow for very long periods, typically several years. Some plays show very different behavior that has been attributed to pressure dependent permeability. Often, there are reported cases of shale wells that exhibit boundary dominated flow in a very short period that implies a stimulated rock volume (SRV) much smaller than would be expected based on the hydraulic fracture treatment design. This paper offers an alternative explanation for the early boundary dominated flow related to dissolution of salt-sealed natural fractures in the shale. Three plays are the target of this study, namely, the Haynesville shale, the Marcellus shale, and the Horn River Basin. 
Flowback of water with significantly higher salinity than the injected fracture fluid may suggest that the injected low salinity fracturing fluid dissolved salts that seal an existing natural fracture system. Evidence would be seen in long-term transient rate and pressure production data as early boundary dominated flow providing the natural fracture pore volume dissolved by injected low salinity fracturing fluid that leaked off during the hydraulic fracture treatment. In this scenario, the effective permeability would represent that of the natural fracture system induced by salt dissolution, and the stimulated rock volume would be directly related to the leakoff volume. 
This study first discusses a plausible diagenetic history for generation of a salt-sealed natural fracture system in shale gas and how core, log, and conventional test data may behave. We then present a material balance model for behavior of the salt-sealed fracture porosity, the shale matrix porosity, and fracture pore volume dissolved by the leaked off fracture fluid, during the fracture treatment and subsequent early and long term production. We show the resulting permeability loss as residual water vaporizes. The significance of the model is a new rationale for a correlation between apparent stimulated rock volume and injected fluid during hydraulic fracturing.|","shale gas, salt-sealed natural fracture, load recovery, SRV, flow back water salinity"
"767","174854-MS","Case Studies Validate the Effectiveness of Aluminum-based HPWBM in Stabilizing Micro-Fractured Shale Formations: Field Experience in the Peruvian Amazon","Arambulo, V. H. Soriano, Pluspetrol Peru Corporation S.A| Colque, J. N. Perez, Pluspetrol Peru Corporation S.A| Alban, E. D. Ascencios, Pluspetrol Norte S.A| Ahmed, R. M., University of Oklahoma","|One of the most important functions of drilling fluids is to maintain adequate wellbore stability until casing is run and cemented properly. Lack of wellbore stability generates an enlarged non-homogeneous elliptical weaker borehole. This non-cylindrical shape of the wellbore leads to complex drilling problems such as poor hole cleaning, high solids production, stuck pipe, unsuccessful wireline runs, poor cement bond representing large cost to operators. |Micro-fractured shale formation represents a challenge due to its natural lack of stability when exposed to conventional water-based mud (WBM). As a solution, oil-based mud (OBM) becomes a technical option to overcome the issues observed with conventional WBM. It tremendously reduces the chemical interaction with micro-fractured shales. However, environmental constraints of the OBM makes this option non-applicable for environmentally sensitive areas. According to recent publications, with similar complicated environments, Aluminum-Based High-Performance Water-Based mud (HPWBM) has shown good performance with features closely comparable to that of OBM. |The Peruvian Amazon has the largest Peruvian oil and gas reserves. However, it is located in an environmentally sensitive area marked by a large biodiversity and native communities. Environmental concerns related to drilling activity are very restrictive. Furthermore, most operations are performed as ""offshore on land"" (i.e., helicopter-transportable operation) where drilling fluid management cost strongly affects the final Well’s Authorization for Expenditure (AFE). Aluminum-based HPWBM has been successfully introduced recently in the Peruvian Amazon for drilling vertical and deviated wells resulting in considerable improvement in drilling performance and goal achievements. Issues related to shale instability were previously reported and financial losses forced operators to use Aluminum-Based HPWBM to reduce non-productive time and associated costs. |Two groups of case studies from four wells drilled in Blocks 8, 56 and 88 blocks of the Peruvian jungle are presented in this paper. A Wellbore Quality Index (WQI) tool and Key Performance Indicators (KPI) are introduced to make comparison between aluminum-based HPWBM and previously used (i.e. conventional) fluid systems and to validate the effectiveness of the aluminum-based HPWBM system in stabilizing micro-fractured shale formations. A proper fluid design was selected during the planning phase of each project and fluid properties were monitored at the rig site to evaluate performance. In addition, wireline logging, casing runs, trips, wellbore quality and drilling performance were closely monitored to examine the impact of using aluminum-based HPWBM. Results show tremendous performance improvement introducing a new benchmark in drilling operation in the Peruvian Amazon.|","Aluminum chemistry, drilling fluids, wellbore stability, Aluminum-based High Performance Water Based Mud, Micro-fractured Shale Formations"
"768","174902-MS","Advanced Modeling of Interwell Fracturing Interference: an Eagle Ford Shale Oil Study","Marongiu-Porcu, Matteo, Schlumberger| Lee, Donald, Schlumberger| Shan, Dan, Schlumberger| Morales, Adrian, Schlumberger","|Abstract 
To investigate interwell interference in shale plays, a state-of-the-art modeling workflow was applied to a synthetic case based on known Eagle Ford shale geophysics and completion/development practices. A multidisciplinary approach was successfully rationalized and implemented to capture 3D formation properties, hydraulic fracture propagation and interaction with a discrete fracture network (DFN), reservoir production/depletion, and evolution of magnitude and azimuth of in-situ stresses using a 3D finite-element model. 
The integrated workflow begins with a geocellular model constructed using 3D seismic data, publicly available stratigraphic correlations from offset vertical pilot wells, and openhole well log data. The 3D seismic data were also used to characterize the spatial variability of natural fracture intensity and orientation to build the DFN model. A recently developed complex fracture model was used to simulate the hydraulic fracture network created with typical Eagle Ford pumping schedules. The initial production/depletion of the primary well was simulated using a state-of-the-art unstructured-grid reservoir simulator and known Eagle Ford shale pressure/volume/temperature (PVT) data, relative permeability curves, and pressure-dependent fracture conductivity. The simulated 3D reservoir pressure field was then imported into a geomechanical finite-element model to determine the spatial/temporal evolution of magnitude and azimuth of the in-situ stresses. 
Importing the simulated pressure field into the geomechanical model proved to be a critical step that revealed a significant coupling between the simulated depletion caused by the primary well and the morphology of the simulated fractures within the adjacent infill well. The modeling workflow can be used to assess the effect of interwell interferences that may occur in a shale field development, such as fracture hits on adjacent wells, sudden productivity losses, and drastic pressure/rate declines. The workflow addresses the complex challenges in field-scale development of shale prospects, including infilling and refracturing programs. 
The fundamental importance of this work is the ability to model pressure depletion and associated stress properties with respect to time (time between production of the primary well and fracturing of the infill well). The complex interaction between stress reduction, stress anisotropy, and stress reorientation with the DFN will determine if newly created fractures propagate toward the parent well or deflect away. The technique should be implemented in general development strategies, including the optimization of infilling and refracturing programs, child well lateral spacing, and control of fracture propagation to minimize undesired fracture hits or other interferences.|","Fracture Hit, stress azimuth rotation, development strategies, Shale Oil Fracturing, Well Interference"
"769","174869-MS","Numerical Analysis for Promoting Uniform Development of Simultaneous Multiple Fracture Propagation in Horizontal Wells","Wu, Kan, Texas A&M University| Olson, Jon, The University of Texas at Austin| Balhoff, Matthew T., The University of Texas at Austin| Yu, Wei, Texas A&M University","|Abstract 
Multi-stage hydraulic fracturing together with horizontal drilling plays an important role in the economic development of unconventional reservoirs. However, according to field analysis of stimulation effectiveness, only a small percentage of perforation clusters contribute to most of the well production. One reason for this low effectiveness is that multiple fractures do not take the same amount of fluid and proppant due to fracture interaction (i.e., stress shadow effects). Unfortunately, how best to minimize the negative effects of stress shadowing is still poorly understood in the petroleum industry. In this paper, we analyzed this problem in order to promote more uniform fracture growth using our complex hydraulic fracture development model. 
We employed our fracture propagation model that couples rock deformation and fluid flow in the fracture and horizontal wellbore. Partitioning of flow rate between multiple fractures was calculated by analogizing to the electric circuit network. Fracture development is dominated by flow rate distribution, which is controlled by flow resistance within the fractures. For simultaneous multiple fracture propagation, non-uniform flow rate distribution is induced because stress shadow effects exert additional flow resistance on the interior fractures. To balance the extra resistance introduced by the effects, we investigated two adjustment approaches to promote uniform fracture development. The first approach was to adjust perforation number or diameter to increase flow resistance entering the exterior fractures. The second was to mitigate stress shadow effects through managing non-uniform fracture spacing. We found that decreasing perforation diameter or numbers of the exterior fractures can divert fluid into the interior fractures and promote even fracture growth. Stress shadow effects can be mitigated by moving the two interior fractures away from each other and toward the exterior fractures. The key mechanism is to maintain even flow resistance within each fracture and facilitate fractures to obtain the same amount of injection fluid. Furthermore, flow resistance is affected by near-wellbore fracture tortuosity, natural fractures, and stress heterogeneity in the reservoirs. These factors might also be effectively controlled by adding extra flow resistance to pass perforations, provided that this extra resistance is larger than the extra resistance introduced by the factors. 
This work analyzes the problem of uneven development of multiple fractures along the horizontal wellbore and provides new insights into how to control simultaneous multiple fracture propagation. It offers potential approaches for engineers to apply in the field to optimize hydraulic fracturing treatment design and thereby maximize well production cost-effectively.|","displacement discontinuity method, complex hydraulic fracture propagation model, limited entry technique, stress shadow, uniform development"
"770","174973-MS","A Comprehensive Study of Proppant Transport in a Hydraulic Fracture","Blyton, Christopher A. J., The University of Texas at Austin| Gala, Deepen P., The University of Texas at Austin| Sharma, Mukul M., The University of Texas at Austin","|Abstract 
The effective placement of proppant in a fracture has a dominant effect on well productivity. Existing hydraulic fracture models simplify proppant transport calculations to varying degrees and are often found to over-predict propped or effective fracture lengths by 100 to 300%. A common assumption is that the average proppant velocity due to flow is equal to the average carrier fluid velocity, while the settling velocity calculation uses Stokes' law. To accurately determine the placement of proppant in a fracture, it is necessary to rigorously account for many effects not included in the above assumptions. 
In this study, the motion of particles flowing with a fluid between fracture walls has been simulated using a coupled CFD-DEM code that utilizes both particle dynamics and computational fluid dynamics calculations to rigorously account for both. These simulations determine individual particle trajectories as particle to particle and particle to wall collisions occur and include the effect of fluid flow and gravity. The results show that the proppant concentration and the ratio of proppant diameter to fracture width govern the relative velocity of proppant and fluid. Further, the dependencies of settling velocity on apparent fluid viscosity, proppant diameter and the density difference between the proppant and fluid predicted by Stokes' law were found to apply. However, additional effects have been quantified and shown to substantially alter the predictions from Stokes' law. Proppant concentration and slot flow Reynold's number were both shown to modify the settling velocity predicted by Stokes' law, as does the ratio of proppant diameter to slot width. The effect of leak-off was found to be negligible in terms of altering either the settling velocity or the relative velocity of proppant and fluid. The models developed from the direct numerical simulations have been incorporated into an existing fully 3-D hydraulic fracturing simulator. This simulator couples fracture geomechanics with fluid flow and proppant transport considerations to enable the fracture geometry and proppant distribution to be determined. Unlike all previous studies, these effects are included together and so are shown to be inter-dependent, allowing us for the first time to accurately model proppant transport. 
As noted above, proppant velocities have been accurately determined without simplifying approximations and with all relevant effects included, showing inter-dependence between the different effects. Two engineering fracture design parameters, injection rate and fluid rheology, have been varied to show the effect on proppant placement in a typical shale reservoir. This allows for an understanding of the relative importance of each and optimization of the treatment to a particular application.|","discrete element method, proppant transport, finite element method, computational fluid dynamics, hydraulic fracture"
"771","174764-MS","Gas Evolution Rates in Crude Oil for Subsea Separator Applications","Daniel, Alden B., School of Chemical Engineering, Oklahoma State University| Mohammad, Sayeed, School of Chemical Engineering, Oklahoma State University| Whiteley, James R., School of Chemical Engineering, Oklahoma State University| Kouba, Gene E., Chevron, Houston| Lavenson, David M., Chevron, Houston| Kelkar, Aniruddha, Chevron, Houston| Subramani, Hariprasad J., Chevron, Houston| Aichele, Clint P., School of Chemical Engineering, Oklahoma State University, Stillwater, OK 74078","|Abstract 
The industry push towards compact, subsea gas-liquid separators has been pronounced in recent years. There are, however, associated risks in decreasing the size of separators. In particular, if the hydrocarbon liquid is supersaturated with gas and requires significant time to evolve, the liquid residence times inside the compact separator may be insufficient to allow the gas to completely evolve out of solution. The yet-to-evolve gas will continue in the exiting liquid stream and present itself as free gas further downstream. Excess amounts of free gas can seriously affect the reliability and performance of downstream equipment. The rate of gas evolution from flowing crude oil must be quantified to address this concern. Toward this end, an experimental program has been initiated in which the effects of pressure, temperature, fluid properties, and shear on gas evolution rate are evaluated in a 1 liter pressure vessel. The initial experiments will be conducted with air in water, with the intention of ultimately performing experiments on model and crude oils. Different agitation rates will be tested at pressures up to 200 psia. The data generated will be used to evaluate if a database of similar tests with crude oils and gas are required to properly size compact gas-liquid separators in order to decrease the likelihood of gas carry-under events. This work will provide novel insight regarding gas evolution rates for oil dominated systems at high pressures in the presence of shear.|","gas evolution, gas-liquid separators, crude oil, multi-phase flow, solution gas"
"772","175058-MS","Development of a Mechanistic Numerical Simulator for Preformed Particle Gel Applications in Non-Crossflow Heterogeneous Reservoirs","Imqam, Abdulmohsin, Missouri University of Science and Technology| Goudarzi, Ali, The University of Texas at Austin| Delshad, Mojdeh, The University of Texas at Austin| Bai, Baojun, Missouri University of Science and Technology","|Water channeling is caused by reservoir heterogeneities that lead to the development of high-permeability streaks. A recent interest in microgel treatment using preformed particle gels (PPGs) has drawn more attention to reducing excess water production, improving sweep efficiency, and enhancing macroscopic oil recovery. The objective of this paper is to gain an inclusive understanding of PPG transport mechanisms through heterogeneous reservoirs. A numerical simulator was developed to characterize the propagation of PPGs through given reservoir. The simulator was used to optimize the gel treatment design to enhance oil recovery from un-swept, low-permeability, and oil-rich zones. A novel core flooding experiment was conducted to validate the developed mechanistic models. The experimental results using heterogeneous permeability model without cross flow showed large incremental oil recovery from the low permeability sand pack after treatment with PPGs. The developed models were implemented into the gel transport reservoir simulator to aid in the design and to optimize the water control processes using PPGs. The results obtained from the simulator indicated a good match with core flooding experiment results. The sensitivity analysis showed incremental oil recovery was strongly dependent on the permeability contrast, PPG concentration, and PPG treatment size.|","Preformed particle gel, Heterogeneous reservoirs, Optimize  gel treatment, Developed mechanistic simulator, Improving macroscopic oil recovery"
"773","175118-MS","Direct Observation of the Impact of Nanopore Confinement on Petroleum Gas Condensation","Parsa, E., Colorado School of Mines| Yin, X., Colorado School of Mines| Ozkan, E., Colorado School of Mines","|Condensation of petroleum retrograde gas and especially that around a wellbore can decrease the deliverability of the well significantly. Better estimation of the point of phase transition is the key for reservoir engineers to devise management strategies to reduce condensate dropout and improve production and ultimate recovery. It has been established theoretically that the point of phase transition obtained from bulk PVT experiments does not represent the phase behavior of hydrocarbon fluids confined in nano-pores. However, very few experimental data are available. In this study, we measured the impact of nano-confinement on the phase behavior of propane using nano-fluidic devices. Direct observations of phase changes show that nano-confinement led to reductions in the vapor pressure that are consistent with the theory of capillary condensation. The shifts in the vapor pressure, however, were not always in good agreement with the Kelvin equation.|","nanofluidic chip, Kelvin equation, confinement, petroleum gas condensation, nanopore"
"774","174923-MS","Differentiating Open Natural Fractures From Healed Fractures Using The New, High-Definition Oil-Based Mud Microelectrical Imager – Case Studies From Organic Rich Shales","Li, Bingjian, Schlumberger Oil Field Services| Chen, Yong-Hua, Southwestern Energy, Woodland, USA| Gawankar, Kiran, Schlumberger-Doll Research| Miller, Camron K., Schlumberger Oil Field Services| Xu, Weixin, Schlumberger Oil Field Services| Laronga, Rob J., Schlumberger Oil Field Services| Omeragic, Dzevat, Southwestern Energy, Woodland, USA","|Distinguishing open natural fractures from healed fractures has been a significant challenge in shale formations drilled with oil-based mud. Ultrasonic imaging tools can locate open fractures, but such data is seldom acquired due to concerns related to the effects of heavy mud and, in high-angle wells, operational efficiency and tool eccentralization. Until now, the microelectrical image tools in the market were not capable of differentiating open fractures from healed fractures in oil-based mud. |A new, high-definition oil-based mud microelectrical imager has been deployed that operates at high frequencies and provides images with high borehole coverage. This new tool can identify natural fractures, sub-seismic faults, and other geological features in the reservoirs. In addition to high-resolution images of formation resistivity, an advanced inversion processing can be applied to generate resolution-matched images of the quantified standoff between each sensor in the array and the borehole wall. Such standoff images are of special value for differentiating open fractures from healed fractures. The use of these standoff images are presented in several recent case studies from U.S. shale plays. In the first case study from a pilot shale well in the northeast, natural fractures are identified on the new microelectrical imager and then further interpreted as open, partially open or healed fractures based on the inverted standoff images. Such open fracture interpretation has been validated by ultrasonic image data from the same well. In the second case study from an Eagle Ford Shale lateral in south Texas, both natural fractures and sub-seismic faults were detected. Interestingly, one of the interpreted open faults based on standoff images was even evident on dynamic pressure data in a monitoring well nearby during the stimulation process. |Natural fractures can impact the shale reservoir quality, completion quality, or both, depending on the fracture types and intensity. Therefore, it is beneficial to have a reliable dataset to sort fractures by their type: open, partially open and healed.|","Standoff images, new micro-electrical imager (OBM), unconventional shales, Differentiating open natural fractures"
"775","174789-MS","Secret Weapon Against the Red Queen: Using Chemical Packers and Degradable Mechanical Diverters in Refracturing Operations","Fragachan, Franisco E., Weatherford International| Babey, Andrew G., Weatherford International| Arnold, David M., Weatherford International| Heminway, Evan M., Weatherford International| Yuan, Feng, Weatherford International","|Over the last five years, horizontal drilling, fracturing and multi-stage completion technology advances in unconventional shale resources has helped US oil production grow by 65 percent.1 Even though, production rates in unconventional plays can decline dramatically, up to 70% in the first year. To replace the loss in production, oil companies have traditionally drilled more wells. This decline phenomenon is called the Red Queen, named after the character in Lewis Carroll's ""Through the Looking-Glass"" who tells Alice ""(Run) Faster! Faster! It takes all the running you can do, to keep in the same place. If you want to get somewhere else, you must run at least twice as fast as that!""2 Refracturing may become the secret weapon against the Red Queen that allows existing shale wells to sustain hydrocarbon production without new wells being drilling. |In this paper, several case studies will highlight how temporary and degradable chemistry in both liquid and solid materials can be introduced as a means to provide temporary isolation between zones in shale refracturing operations. These chemical diverting agents forms a solid impermeable barrier or seal that in time will break or degrade to liquid form, leaving the existing zone that was diverted open to permit flow. |First scenario will focus on an open-hole sidetrack well drilled in an existing vertical well. Through the use of a chemical packer for support and isolation, a retrievable six zone sliding sleeve system was deployed. The second case and third case histories will focus on the impact degradable mechanical diverters are having not only on the refracturing market, but how they could potentially be used on new wells to increase zonal coverage and help mitigate the need for refracturing by increasing zonal coverage during the initial stimulation treatment. |This paper will present and discuss this unique application and performance of the fracturing completion design, and provide another approach of re-fracturing operation for unconventional plays.|","Production Enhancement, Hydraulic Fracturing, Degradable Diverter, Refracturing, New Technology"
"776","174803-MS","End-to-End Data Provenance","Rundle, R. T., Baker Hughes RDS| Vuurboom, R., Baker Hughes RDS| Duroy, Y., Shell Global Solutions International B. V","|Abstract 
Data provenance is the chronology of an object, i.e., all the transformations and actions that modified the state of the object from the time of creation to the present. End-to-end data provenance is the ability to account not only for the data provenance of a single object, but also to account recursively for the data provenance of all other objects that affected the state of the object. The purpose of data provenance is to help ensure data integrity. 
Modeling has become an important aspect of shared earth problems. As the role and extent of modeling of the subsurface expands and its use is taken up by larger teams, determining the provenance of data becomes ever more important. The explosion of data and the appearance of increasingly diverse teams require the establishment of better data provenance to guard the integrity of the modeling results. Such a data provenance model is presented in this paper. 
The economic consequences of such an approach are significant: better integrity of modeling results leads to more confidence in those results, which reduces perceived risk and, in turn, can improve the economic performance of field development. 
The solution to the problem of end-to-end data provenance has six elements:  
The ability to uniquely identify objects of the shared earth problem 
An object repository that supports federation and extensibility 
The ability to associate an immutable change history with each object 
The loose coupling of metadata and actual data of an object 
Client-side caching of actual data 
A comprehensive security model for the object. |Each of these elements solves an important aspect of ensuring data integrity. Such an approach is increasingly important as model-based approaches become ubiquitous, and the available data become more voluminous, and the teams that handle the data and modeling results become larger and more diverse.|","Data integrity, Shared earth, Data provenance, Data security"
"777","175016-MS","An Empirical Extended Exponential Decline Curve for Shale Reservoirs","Zhang, He, Ryder Scott Company| Cocco, Martin, Ryder Scott Company| Rietz, Dean, Ryder Scott Company| Cagle, Adam, Ryder Scott Company| Lee, John, Univ. of Houston","|Abstract 
Over the last few years, the hydrocarbon production from shale plays has grown dramatically around the world. These unconventional resources have presented many challenges to the oil and gas industry. One of the biggest challenges for evaluators is to predict long-term shale production performance, especially in a timely and reliable manner. 
For traditional reservoirs, the most common practice of reserve evaluation is Decline Curve Analysis (DCA), a method with decided advantages; it is not only the simplest and least time-consuming method, but it also accommodates the historical field uncertainties by honoring observed performance trends. However, applying the traditional DCA method to shale wells, engineers commonly encounter the difficulties of simultaneously matching the high initial production rate, the extremely sharp decline rate in the transient flow period, and the shallow decline resulting from boundary-dominated flow (BDF) in late-life. This suggests that traditional DCA may not be suitable for evaluating shale reservoirs. As a result, numerical simulation seems to be the best solution to provide reliable results but at the expense of extensive manpower, cost, time, and data requirements. 
We propose an alternate DCA approach, which overcomes the shortcomings of traditional DCA or numerical simulation, to estimate the recoverable hydrocarbons. We suggest that a mechanism of ""growing drainage volume"" is an excellent way to conceptualize and model the performance of shale wells. This paper presents a new extended exponential form of the production decline analytical equation. Three empirical depletion terms, <U+00DF>e, <U+00DF>l, and n, have been used in the equation. The parameter <U+00DF>e represents the early, sharp decline in the transient period immediately after the well is put on production; the <U+00DF>l parameter represents the comparatively shallow decline in late-life when the progress of ""growing drainage volume"" plays the dominant role on the production performance; the parameter n is an empirical exponent. The overall decline rate can be calculated by a relationship involving, <U+00DF>e, <U+00DF>l, n, and time t. Even though the new method is not always more accurate than peer models, it is likely as accurate, and does not require the analyst to guess when to switch to a boundary-dominated flow model nor to force a switch to exponential decline. 
We have tested and verified this new empirical DCA by both extensive field data and detailed numerical simulation results for seven wells. For each of these data sets, the comparisons between traditional DCA methods, and in some cases simulations, indicate the relative advantages of this new approach. Later, we applied this method to over 2,000 wells in the Eagle Ford shale. The analysis resulted in a relatively symmetric distribution for the empirical parameter n.|","Decline Curve Analysis (DCA), Shale Reservoirs, Extended Exponential Model"
"778","174994-MS","Liquids Rich Organic Shale Recovery Factor Application","Barba, Robert E., Integrated Energy Services Inc","|Recovery factor analysis involves the integration of hydrocarbon pore volume from a core calibrated petrophysical analysis with the estimated ultimate recovery from the lateral wellbore. A key benefit is the normalization of performance among wellbores with varying oil in place volumes and establishment of ""best practices"" for well completions. A secondary benefit is a method to obtain production performance estimates for various landing zone options prior to drilling the lateral. Lastly, a comparison of recovery factors for various assumptions of producing height can provide a ""reality check"" on how much of the vertical pay column is connected to the wellbore via propped or unpropped conductivity. Initial results from analysis of over 150 Wolfcamp and Cline wells indicated an average recovery factor of 8.2% for 160 acre drainage areas. The performance study suggests that the producing heights in these low modulus formations are limited primarily to the propped height with limited unpropped height. This is a significant finding in that propped height from tracer surveys is limited to 50 to 60 ft regardless of the fluid type pumped with resultant producing heights of 100–150 ft when unpropped height is considered. The unpropped height estimate was made from a correlation to recovery factors. While normally propped heights can be improved in conventional reservoirs with gelled fluids, the higher viscosity fluids are shown to be ineffective at increasing propped heights in organic nanodarcy shales due to the large disconnect between break and closure times. Recommendations are provided to determine ""best practices"" to economically increase producing height, ideally with generic completion procedures using normal hybrid slickwater/borate systems. One option proposed is the use of coiled tubing to deliver the treatment via the annulus and then clean out the subsequent bridge plug location following a traditional ""forced closure"" procedure in the lateral to close the fracture prior to excessive proppant settling. Another option being discussed is the use of lightweight proppants, however the unit cost will need to be significantly reduced to make this an economic option due to the large proppant volumes required in shales. With lightweight proppants the volumes are reduced significantly due to the difference in specific gravity, however at the high unit cost this would still increase the stage cost by a factor of three. There are several other recently released products that have the potential to improve propped height and these should be thoroughly evaluated before dismissing them given the significant upside that exists. In many shale plays the gross pay thickness is well in excess of the expected conductive height and the ability to contact more vertical section should translate into significantly better production rates that may help justify the increased investment. The study should encourage additional research to be conducted in this area.|","Performance Analysis, Recovery Factor Applications, Frac Optimzation, Liquid Rich Shales, Petrophysical Integration"
